ID,up_votes,down_votes,age,gender,transcription
017cf3c4e694e229a8acdcbe586db326d50ce9b47621ed5227cdfe799bd1cc51f9cce9f773799ed63fb189c3dc546f4e2ce9e049f2578dcb2227f36b16eea8f5,2,0,twenties,male,wootel ma
018bc8984b78c50f15d04358ca0e7ebdc97b14e5d16f559be91ea1ac88770ecb2a703cf0cfee04e5797cc5efcfb9cb3040898a5d026ea789525745e6660b3e45,2,0,twenties,male,waaw
018c317820fb8e91d7c2aeedd8ee063f35843f96ef520bc53053ab6d898ced06e0dd3cc4cb3fadc08c8f238f6e80910c8d5e6ebd42762a1b40c83923bbf47d35,2,0,twenties,male,waaw
018f104874432de19d1023eb2fd4954f940462813bc4da6637472d47c6c9d042a2da6e91cf181c35661b7c5b0b458f1ac79ca9335735d6dba41d709a636e5649,2,1,twenties,male,géenel ma
0194b80c2b5166fdfdf946e9fc4696eb47c16813a3e531e673f8cb7712f99ec94b5e496b0501633f2250590d00aa456f4e61b7338e3835f24be941426191db04,2,0,twenties,male,géenel ma
019af65cd431dc3169186016fed374d9184de56896532c835ed1221f1821b5a63193b41017cd7b4a78a3a6f5a2a4201e7cb7dfc568cfaf3f7e0459d0ea1e2202,2,0,twenties,male,seetal ma
019c685d57120ff1901f42fbe9bf14a9de0ddfe7d8a27cc48c22ce22ce7e6f203fc348c2dc7191cb23abf9d0214316fa15f9a76ddcfcf4473f53c1125f9544bd,2,0,twenties,male,seetal ma
019ed0b9147496f1236bd22891c5ce17e30341145750d81a99163825ca312014173170d2b7237c87972fe858fd6c7c40e0e1f2d939af75db6fd2e5b2756052e4,2,0,twenties,femelle,boolel ma ci
01ad90121748573df0e16d9b50b274fafc824aa973cfbb9106a5665897a934f6615f07393c889bc6f4f7595bd4047a6da94850f20841a70a6ee091d326576a93,2,0,teens,male,boolel ma ci
01e0ad578a044eb399795a45fd9755724bd5b155ba508c14b6c905f9fd1da508918e1dee2907a7ccb4bb8ce0b3ec0962dd27ea35f755a5a5b8e278b7dff7d0a7,2,0,teens,male,déedéet
01e43ba4287deda8a7cf0ac83e6e8dfa590806c96af4a83226833c18f240931e197220b10391fe0fb553706bb7122648ddce2398fcd2fb4e03e0335829b6751d,2,0,sixties,femelle,déedéet
01ff358321239df4cc3c6a8740132206c2357f4e594c999bf9eea5ed909c082ac77925bd0b2f307ea8a6a16e6c74cbdafa2abe9f19a74825a4a167e3892c971c,2,0,twenties,male,waxal ma
0202bf20bd5430348f598220e62ef55d4079733f5fbf1831a7b3df4b296dce7c00461a4e561b648c2393cf36e7d1f0c45ccb1378ae499e5c03c8c07058c85867,2,1,fourties,male,waxal ma
02064724735907f34270dd30853d80ee8a8ebca51c533f0f77c91f8d3a59c9aa64141ae53b3d7186ae889b6d28fdb2a4f788b571a5f515a77ab0259bcaac167c,2,0,,femelle,seetal ma seetal ma seetal ma
021170726ff7eb36957d1208daf2718b4986e1aff73cdaa3946277aa13cea6dfca2238a8bb578e7a0ce14caf9d95701c99aae63d39e306ec75a6339154df7efb,2,0,fifties,femelle,seetal ma seetal ma seetal ma
0221c2f29579714a0286188bc27e71470186037bfde206b93ba8516315f60b9c2e0103340509e4b1ae23dc5a61107fcbc23fd1183ec29736bb1112f0b122db18,2,0,twenties,male,soppil ma
02256b632984fb7142d460a7042d00884a6361a544eaad52c69d10901e9f0ebb5148b41a8cfcd500572e04222112b32c1b95bba6d3b456a2b281ab16b8386762,2,0,twenties,male,soppil ma
0221c2f29579714a0286188bc27e71470186037bfde206b93ba8516315f60b9c2e0103340509e4b1ae23dc5a61107fcbc23fd1183ec29736bb1112f0b122db18,2,0,twenties,male,Restaurant Les Maristes
02256b632984fb7142d460a7042d00884a6361a544eaad52c69d10901e9f0ebb5148b41a8cfcd500572e04222112b32c1b95bba6d3b456a2b281ab16b8386762,2,0,teens,male,Difoncé
022d3433fd57d48ffdbb0143f477d44c29080e6c21289c838fbc74697447ccb0e6848189d07a5d61e936a87f9dcb6c4feef51aa67c30a8178e56725ba5b566fb,2,0,,,Station Total Médina Gounass
02309f41d072e22af07d1559b88e4dfa3751f8c70d152053c04e3ad31b4db23752314e5db1f2cd0b7bc7b64587427051b1bf127d59984b8b11ec89f4cd49c910,2,0,twenties,male,Diouma Pikine
02388ec5efbbe524fec9635f9ff8df82765ff2e44a6519ebd4cb9f314f2288ff7ed99560083cfc48ef35e2b6e2430c21dcef08348dfd2452fbee72d6c07ce15e,2,0,,,Terminus Keur Massar
0241cf76a725a5e963314b18a39de170c7ebc11e47a09f7bc14ac25f55a27fb3499a1f7724ba07cb181d907d9fb4dc18dc6b17c97b30931b28ca411ec97a4a36,2,0,teens,male,Batrain
024e73d0978a3523f5adb2a27fcb1baeaf790aeb5c23be3102158c9c6255b5a4e0926f823ae7d0d51ee81f3a9b4486ea547c00c66d829b2e895b731b51bb88c9,2,0,,,Pikine
025048d5a2c9c1f83d5a18a45cc009151e54cd95b60464ff61a80280f7610f0d335a895c5085b3c3a0f51ddaa08bb921f3856cc6cb876160235132d5673ffc16,2,1,twenties,male,Camp Sékou Mballo
025817a3162169d30042e821508c5fc03e98a0a0fc47d4ab3c01b4b7ad3c1b677dc8b97b56674714a8224a6d3bc3a683c7bca475535590a17acab759501f3685,2,0,twenties,male,pompiers
026943a33af80b933d5f8208051384e2b4e335d39e0d8ee7382be3073e1a52424bb2894e9906513f5b0a222a51c213d32436508a5d1cf2f3b05ea2125a6bfe2b,2,0,twenties,female,Lycée de Mbao
02882258cd92db09c0252557bb993b651ea7f4c5e5bca1f7af830cc0a332db523376df5067019be5999438f0acf4ac1fb81f3c20d95195ad894a3962626c69a0,2,0,,,Brioche Dorée Yoff
02928aa8a3ef764e9c627099b6a8847be1f26e873d6a713d5dbf52d545627e9bc19e80efbf3223f0d6109ef156402d8f5ed1cf10fb14d5d780b8652e45c810ab,2,0,,,ban oto mooy jaar Guinaw Rails
0298a2da1662991855d02237a4fd5673ce976792edd8fb43529c1becc36b1dca014f7dce1450250bd8d798f122d7f8b91d50c8cc92f96ee44993d6387ac70b2e,2,0,twenties,female,Marché HLM
029c3e309dabe404af96a179557e17bcf27da952600887dcd6f5c99acd07100dc02151afbcb8da04f8f74933111e364c85915bea1d3623fe2ce34e32de84ca14,2,0,,,Rond Point Grand théâtre national de Dakar
029c4d23f5dc9a7d68ae62c686e60223e148be680bd9c61260565d4c61625aabb768cae4cb08b9b0768cde4e50c5a43d920267172532ff88d8b3c544b095a37a,2,0,twenties,female,Mbédou Fass
029d73d3cadfadd2158eaf5b1c7430564ac0fe7618804bfbfd5a9c8ec2788a1260c8049d55bceeaeaf475038468a6b06766b01c1f8dea913bf1f7749bfe44055,2,0,twenties,male,Tally Bou Makk
02b3979579dcd12bd8f17dc07390c3ad50352c28238466c771a6ad34c8dbe644b617f13293ed4a0e7312264ec3a8c2eb9f2b51c93ea361f805af9a4f2e51354d,2,0,,,Pont Grand Yoff
02ca2cc1b9ab42b6cf9faa9d5b8b83c93f4eff544235e324a149918c25b05811feff4e03adb7ae5f362f89faa69d37877ae29d72111ade7577f2e42ca575a135,2,0,twenties,female,Yeumbeul Boune
02ce0765ab78100ce177b93697b2ebf6251baf686d010a72599eeb09b66c4d96e28d7b373473acbd1e311c81c7b7aecabf7fc54c4e68e7500bfd6c5a100ad3b3,2,0,,,Diakayy Cité Sonatel
02cf37207c7f5e45d21884cb2c11c3fa7f8be373a7b5ffb76bbfdc09b24ff7ee984ee63231f2db0c765e994d487b06444e1f9a5768942e30a6081115d56bcf1e,3,0,twenties,male,Champ de Course Pikine
02d08a46d8fc270c3dc02cc80c7decd1b8f0ef8950333149f8ea7acc03daace15c9f65938acb3069d7d4ae81a04b3a7ebe6a5efc3ad4355a2d943b94a9141ead,2,0,,,Terminus Kounoune Rufisque
02d5fe7240c4993bc1267e67e41465af379c0f8c48081434fd9e1846e60922f8927db6295f56a1fea9af084e4035a226681184b24361b64bba85d501bf1eb87c,2,1,twenties,female,Cité Mame Sira
02d7c321db147665efef8bef081dce951f06a46b15e1195fd0ac1ef818957575d58845726812757703554f4e8bdd3b9fa3014421c7b44c5db8214ef971f95e01,2,0,teens,male,Colobane
02d8de1b3d0b3fb227b58cf83c54f456895cb3d8892c10c6621bd4a6e3719036836c6c1f93781590231be83b241f254918730a253b1c1c0efcd5e73a6f5a1698,2,0,twenties,male,Grand Yoff Extension
02db355fb6b5a91789c6edac3e38a41c16ff206ce053793d6d7b1ac291d447d73ef2f1d7dc1b8d0fad048efd8782bf3df6db44d043ffad58c304a16bf8e38cb4,2,0,twenties,male,Lycée Camp Marchande
02dc071a83d33eb9db24bca3e01bc2f507bf2806a17b0e01fb196dfd1fe67805758a88eab6a83956ae31021af7d901fdf48c7319ad5c9604c692bf9abd7a75a4,2,0,,,Diouma Pikine
02e7d8fb8218392fcd37a9ab6818887b34388064d83d949630e4bc47882578603bb80881f908fdb93fa20fc522a392ef2163dbb2214352316e71818bba79783a,2,0,twenties,male,Route des Hydrocarbures
02e9fc57b89365825da254590b8baf85363d805d5b8038e972ce53605c133c54be67ab97c87825f7f07e1075e37f3c999baada8ac678ec33a687b07eaacbad3a,2,0,teens,male,Brioche Dorée Yoff
02eb4ce50528fd1f2d91bdb52bb729c7fdcdfe0e8cf7c63925b5555d4f997b3b5584bc17195fcd2a9efc076d7a2387d65296dd091909ce2ff37ccaada980d9f3,2,0,,,"ban car mooy dem Cheikh Ahmadou Bamba Mbacke Avenue, Dakar"
02f0b127a6494bfda13405fc0c989a414b987605f55b5167f318611bc22f9218aef0148a11e52d518ccd32aea8a2f95f1057bd85dc600704fec930eb73a67dfc,2,0,twenties,female,Diamaguéne
02f52bc5d6d47ddff6c85a711483e3310305b62ce13407069901746181af8d8ecc56dc38a39c467a0ee342cba7489ec2cfacf9d30699b039d88e47c8de6e2e7d,2,0,twenties,male,Pikine Dagoudane
02fdd36f8421a67d37223e4bf08307c96b8bb3537c8185c088806e2c94fd8afd44ccb80810ceb5afa38280361a2fc69043d48627b581ca9d683b76604b41d669,2,0,,,Diacksao
030e8d1107b23195c568caf7ed628351839dff10d27ed910f1f7e8a0a22e589aa47d7885dd14cc3780fb20cae7aa585822213f32c9f2b370baa0dc5f422cf145,2,0,twenties,male,Gare Oncf
030f4a8f624d9478f86779d49b7742fa54cf453ba33f7e66efb731e70182aac780b0f8bf8a85341688865f5b7248508cea6695deb12841e3f25a9a4b0c3c1723,2,0,twenties,female,Centre Socio Culturel Wakhinane Nimzatt
0314f6c19cf68240d0b029cdb62425c6c3af3ce4b3a4fbdac880b288aa40675db77e7d708ea3f4cb3cee7e3d8446847d8f27a57cba8332a53d3cdd67ef4df963,2,0,twenties,male,Aeroport
0315da53de7153a9afa53d8b6cd2eb2d31be2be747fa51e2cf29fa7f6dd121bb1647b82cf880b738439374354227f049f60aeac569f4e12a4506561a3135ab8f,2,0,twenties,female,nan laay def ba dem Mermoz
0317852715bd807ac22d238498fd4618dc8367d5d4545e79a40e3ccedfe8bd07fd4a081c6991d18e39bbfcb6a02c41b251aafbebec5f834d0286d9f53e220ba5,2,0,twenties,male,Cité Mame Dior
0321b3044b72cea0371dfa1e5c9d98ca69daa029e784819f4a005f0b0f7d15fc3a3396b8cd2f8a09ab0b9f82274ccc5201c3f6b39065287354af33a5174085d4,2,0,twenties,male,Marché Taly Bu makk
0326ad2d71d745b3d2e22ed81350a3f70b3cb1e1bcb165df36ee2198fb614b54bf21e6319402af9e6a393a85d4f671d530c2205bdeca5fb3505105382890067a,2,1,twenties,male,Elton - FKS Usine de Farine
03287de1fa0742877d7c2ea5715b929ba341434c5e6ae021bbed4d017cb1008738d5c1ebd247f17bb6ded93f0be1db943183a2a276ebbd0a88581a9498a2b674,2,0,twenties,male,Poste Courant
033290456e245ded9ffa17fb9502c4e0f4a080221e2f38e370baa1352d538e0472f174745d9fb9bb8cd693270f9917d37809986de627455545309a7bace3d75e,2,0,twenties,male,Station Shell Rufisque
035d6dfe7412855f75f20de5b34d80cf426fff46cd5491a609dd01d00e6f22bec89f757ec0613ec454cd23ee40ea260674761711044477310afee92abbd0f363,2,0,twenties,male,Brioche Dorée Ouakam
036fe6d5d3b19fd0a3237da6e55a1fb48d27d9c33aba5ab522a4788c131b3f5d498ba8d405f55ebe162375140d76c46251d9242a9ded1007ccf56ade1cd727f3,2,0,twenties,male,Hann BEL - AIR
037804295f0201aaa2588cddb55a57f1ec06f5b916a75d69b5a320146c1c97d50b708535e1077cb2e70b20233b510853fbababaa66343ca5b5e5e5ee56791a7b,2,0,twenties,male,CICES Foire de Dakar
037da141ececb155510c3f670c918758a46706577866e94f4bba0b594a7ee7574e8b4b799153375b4defe88aca0a00454b7baf515a6a6043e431a23ccaaf0904,2,0,twenties,male,Poste courant Cheikh Wade
038c59dc594cc6bdb87d7d33c0cd763f71cf0a4060afb28025ffe7a661d97715673c68f98f573f490a1c66bd9aef836c1d13a03730850f253f1a31103e0b7bc5,2,0,teens,male,SIPRES Al AZHAR
038fbfac0ac2c5b3a0a92167a17a9a70c7fa4ae9f6b5cb7ebd27ec529bdd2d257959f04c4ebb26fa9a7d66982c19115fdf47d63c3ff273b29786b414f1aa8191,2,0,twenties,female,Fass Mbao Cité
03acbb681c9bb9fd9d6c2e70f2160efc3beb38bac66656b96be79da12ccb8e2c8253533bccf4a01f6b474f4690a7e866eec03af4138faa9d98a5c2b141c5cbe5,2,0,,,Cité Alioune Sow
03b27aa79a3b2cc8d0d9fe60358854ee6316c0041afe6f2fa170bf1afad93606fc596d1e274083e7d1bfb63b7966e98aebd19435daf3318336604b9550cda1f7,2,0,,,KAKATAR
03b870f350530505365abf8af697292e0758c21e7b6c1881f7a4379899c50034b6cbe6f16998f562954e9e2f6cabc65c619558e38b039dbc570f6ccd0f7da426,2,1,,,Terminus Cité des Enseignant
03d627b2cc08e50766507cf51f232e1b228ec2308479b8d536d9a4fd341e4ae842e8c53e69ff0c93c5b80bfcb2aebb8282122fdfb889636674dabe1e6b55acc9,2,0,twenties,male,Parfumerie Gandour
040da9e52f3e1d14892271fd80fdc431124253bf13ff453eb4021c92b2764c9cd2e7b7d7cd0f599562d37950f4d6c83e6b111d5cfa7e39201a95a819a34f269f,2,0,,,Carrapide Fass Mbao
040f04473ad15b1fc4288c38c7cf50df3cafd399fd60291ea8feefde967115fa91e820592dd754cc1ba4619189cce67694a8790f05b1806adc1426198d3cc2ed,2,1,twenties,male,Terminus Daroukhane laa bëgg dem
0417381cdc6d33a28df1af63cebcfbcc23e9f2b6e16018b8e7306b65bb1806246d236fae09baf9bbf6638811cdd89d63c4ec384d7d0e2ea50c046bf005ed7a00,2,0,twenties,female,Rond point Rufisque
041d2b9aba97b3b6e9a298ecc86922631633b7653039923da1782c1d4f27db2f240131c86a35475bf7b1143686ea6de0f21140fa85887f3ecbe13c915060c786,2,0,,,Dalifort
0422df59f3aae08b589d5ba03d07c89fa6b0d37b9405c09d3d811723b16cdf00bcdadabddff63b308b52f8ade5fd93b604d485469882e11bb1fd13c57ed360ed,2,0,twenties,female,Marché Yeumbeul
043f617f1f78874cfec7f6f4a667bf994c133b31446c187c238072a202ce89f521a4a75a283fe40a04bae60add804d5e1f485d1d722d0b8b114bf84420818934,2,0,twenties,male,Grand Yoff Extension
0449a6d920dd823a1f1bd9e27805844d6bf1a9e317c7bd966c6d5733269527c72fc734efc9c608267bd610b7b3fa8fef473d021c19756001e3f741f0b6d92345,2,0,twenties,male,CMS Sacré Coeur
044c816a6b4130f0b41bdf836cf2adb931f5e5d3cd4f316e4f36131fd78449a3d3b9e8e2b579b6e9e7e18657856859bb9dc0a410f109f171971df9cd2a747982,2,0,twenties,male,Almadies
044d3b72f8183e393def16114d813d650e33170f5f9ead842e2aeaba3c1931b34a60523a8a9f4736f8ff1876ebac8f015e8601dc3a53ab728a80e62138a296db,2,0,fourties,male,Cosmetique Keur Serigne Fallou
0455ce23eb0bb1aeb9f004f4a5de50bde59c253f1319d401d06fbc16f522bd3370efde0392f6cd8fdd65f33a8c34a21a2402d1e125e8332f4a38c8259831a6af,2,0,,,Terrain Basket
0477004fb1fddd5863faa6749c6812f03df4d7b13b7fb2a151b0634a7b184c946a4b26e169925322f4a435f3ce2184f1754c4756e9db573c95d5667a6774ed1b,2,0,twenties,male,Croisement Béthio
04871127dc25da996d6338a2b6b369bcd72b411c11ad0b0b9a6c13b1f46234d0e65db9d07f613bc95e9d0a7002247b96da6ced052a8699f152c1e518e9d88226,2,0,twenties,male,Pharmacie Rond Point Santhiaba
048dcd627d67cd28032aa19b686d1a2ee689e3aaefd16699199457a93414ffd8fe02311d6555ed7c9ce9dc21ad5a12be7ed794beb7ffad338b67e175c0e8490f,2,0,twenties,female,Mosquée Niary Tally
049409e871d7092fbd28ac72ffba98e20bd67804ed24cd999fd7bd7df8a66397039b124ad758519cb1fbe573d73b23084e86d23bdc5ea052ca3b24db23d3c89c,2,1,,,Double Less
049ce6dfbdbeeecc5f388aa9c6f8da2f92ba4fe58b20ab3113ddd4ed2cac4348237eb8087414eff825839085dff75b251b34c2a44e1c6997aa1f67ee678aafc6,2,0,,,Colobane
04ae9979f6dc43c18cf3f369749ac14500aeba2c35876b54650a53008c9f9913def8e1e227ef92f8ea0f0c454ddd8a8ceab8e0e3ad207eb6f54c61efa44ebb87,2,0,twenties,male,Terminus yoff Frigo
04b1cc76292147121dd588c61e3e70c529d0b85e84f0f9be3def9762b20d157d2112daa5660ab5b7ae606c599263209a120eab129d79c3910a99b4018000a4a5,2,0,twenties,male,HLM Patte D'oie
04b3460d23b73d47774ad0215209e1e95f1fe8ac9c72ed5b7b3447e15c039d308d6c2daa651b7ff765c5007f9516bd759929aeec3588ad45a497d6e8258049c6,2,0,twenties,male,Sovonel PIKINE
04be42d40b54e70c8b4983610bdfb4dd7a32ad5554fb8b76882d3f5f7ed6a271dbb28e5ab66e17dd854b7c0ead789aa167633f9d8e0a8057c1d6697993f3e24f,2,0,thirties,female,Mosquée Niary Tally
04bef27b6dce39dc9007e31ca43051e449290749748c0c5724979cb28f49f4a9c7a24b4b595e8396a0855825f323c765cfc384a1074dd9e363b712d3c4707f0b,2,0,teens,male,Mbengue
04c1a2e2a5145da7ebfa9eabbb171daa1444b2fda6cef2e8189056d1e36609af97aeb96a46ef2094ab315b296f21ffcab1bf8909ed74fecb403235228f9b49e9,3,0,twenties,male,ban bus mooy jaar Ecole Castor Rufisque
04f62c6ca65213b6409c2b4f486667506751ae16ec77f1106860516036ed626ac25b58391ca2eea52adbde3f3d9ad978bf038a63867306d03436ca709a9b0897,2,0,,,Magic Land
04f9284cdbd8d747b569b07394b5815134e42bd242ad5f49f17658d521ac2455da87f7d1159196f16637e5639940ccb0aee8df0682f6054b2b9cbd806b455002,2,0,twenties,male,Albert Sarraut
04f9721586fdd2f4a312ddd15f2a05e7503be702cd71a93ffdc70be3590cf6a5852f8e43b709f9a154c8a174dd09bfd3d907d1f061bb67544161697ee69a3721,2,0,,,Place du Souvenir Africain
050903883a75ee9e80a47b7c016b2642480488a11722f273c372217ecdad1148dddbff2d8a5ecadfb8a2ffc0debfbd0562fd6269c3dd657085274d29c03def45,2,0,,,Pharmacie Baye Niasse
050f961c13205eeace9e5c14222394913964f6659984862a4a2f2bae736d472275049a1caddcdc0ace5dad256866a387fa2d05d41cd2c5eb66f1293fa4d94222,2,0,twenties,female,Yoff Baye laye
0517d7674651e542e2ad0d154417b327efd2a30e0c4a8b9fb78bf49ad00a4fd631ffadc86437e70d6745ae4e2f597b7a424de94956e85504a022267d15d92bef,2,0,,,Darou Salam Keur Massar
0519bcedb6fd56f011b1fa98b6658aad81c79e286bbeb6ea07f923e604119dc8d886082cff7ed964950e49f828139972d5ce1932ddfc17d7882c106c146a82ad,2,0,teens,male,Mairie Guediawaye
05281447c4c91291aa577644c4228ea2b9bf89a4944968770cdb5a387a9383e60c924fde13be3fca71691f1563a980e5ad66312ca50f41b729819dc92228ef6b,2,0,twenties,male,Orabank
05391549315918d95498789d1967cdd5309e8dd9544ca8b0a0606ca32c2031b8b8c53d174836e45578bbc8ed02abf2a1946edbcadc12b38f54a889560c4a9b47,2,0,,,dama bëgg dem
053b412f979b26d8029698a45f7d1c041e8a54d2390ce59912a4026437c1daa7883e0644eaf31a244fa361da3db1b8b42e9de241b72640cc15714e1d79e32089,2,0,twenties,male,Cité Douane Golf Sud Océan
0548cd7ea838feeeba08f2f826f382eb1f3a4c547c43d3036e3a4f0a389f632b58409b92652a0aa6547df84f26b53e2208adde1a0a08e2f25aa2b9d9a901b534,2,0,twenties,male,Cité Doudou BASSE
054f5843a912aacfc30d96bcaa50a02776d9f96a06705a49420143b6985fbfc798a9560d0aad5625269b3fcf057a55237d58fd7267a208a7eefbb8bb3c86797e,2,0,twenties,male,Garage Grand Yoff
055593540c200aaac78b93a45fdffd43595ab509cc78e73d1039aa59266e04e522817393069708c93c2d4baea03d5c124a7831b2ba3d6d51d0dc287e37aeeb78,2,0,twenties,male,Gare de Thiaroye
0567dd39222c94ada4c7642a0f0c5930e78519555769165474cea6055a6538aacb87afb2093a1909b88d6b9fad86ca516da1fb31f91d22bf878c0da25bf0d068,2,0,,,Petit Mbao Extension
05743789f116d17760330583b999b5a392052a5e04e55175d5302b5ff8ca6ebea691df783ee17aecd01ccaa7c213e1fb678db75ca5f9a5a64e3be94bb566c5e0,2,0,twenties,female,Pamecas Colobane Rufisque
